BM1_output.ccm.csv,BM2_output.ccm.csv,BR1_output.ccm.csv,BR2_output.ccm.csv,BR3_output.ccm.csv,BR4_output.ccm.csv,OM1_output.ccm.csv,OM2_output.ccm.csv,OM3_output.ccm.csv,OM4_output.ccm.csv,OM5_output.ccm.csv,OM6_output.ccm.csv,OM7_output.ccm.csv,OM8_output.ccm.csv,OM9_output.ccm.csv,OR1_output.ccm.csv,OR2_output.ccm.csv,OR3_output.ccm.csv,SP1_output.ccm.csv,SP2_output.ccm.csv,SP3_output.ccm.csv,SP4_output.ccm.csv,SP5_output.ccm.csv,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus
5.75,0.0,11.629999999999999,4.83,4.68,128.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Nitrososphaerota,unk_c,unk_o,unk_f,
11.2,0.0,115.9,11.33,32.89,98.65,0.0,0.0,0.0,0.0,0.0,0.0,26.990000000000002,8.18,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Nitrososphaerota,unk_c,unk_o,unk_f,unk_g
0.0,0.0,0.0,0.0,0.0,28.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Thermoproteota,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Thermoproteota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Thermoproteota,Thermoprotei,unk_o,,
0.0,0.0,60.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53,18.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Thermoproteota,Thermoprotei,unk_o,unk_f,
0.0,0.0,0.0,0.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Thermoproteota,Thermoprotei,unk_o,unk_f,unk_g
1.75,0.0,33.91,51.36,51.23,56.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.67,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Thermoproteota,unk_c,unk_o,,
173.03,0.0,1530.4099999999999,422.15999999999997,614.59,894.11,0.0,7.92,41.45,260.6,0.0,6.07,315.12,197.14000000000001,18.14,0.0,0.0,1369.99,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Thermoproteota,unk_c,unk_o,unk_f,
1977.8899999999999,52.81,23915.430000000004,11550.050000000001,35372.090000000004,34369.1,4.74,7.04,482.8,506.89,40.2,395.55,2752.66,1096.84,43.85,44.44,17.71,34.650000000000006,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,Thermoproteota,unk_c,unk_o,unk_f,unk_g
6.02,0.0,23.72,26.07,116.47,265.97,0.0,0.0,30.740000000000002,9.34,0.0,0.0,31.1,19.1,0.0,0.0,0.0,70.88,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,unk_p,,,,
15.86,9.1,3.6,9.93,19.32,49.04,0.0,0.0,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Archaea,unk_k,unk_p,unk_c,,,
69.36,55.21,1751.26,428.14,846.21,587.88,0.0,28.86,208.32999999999998,81.25999999999999,0.0,0.0,425.07,216.12,0.0,0.0,0.0,127.46000000000001,19.18,0.0,0.0,0.0,0.0,Archaea,unk_k,unk_p,unk_c,unk_o,,
911.65,352.28999999999996,9646.75,3506.4,6083.41,11206.03,0.0,39.57,818.44,217.95,6.83,5.47,2531.84,1338.66,109.11,0.0,11.84,1397.99,22.7,64.18,9.63,0.0,0.0,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,
2092.23,840.82,30828.690000000002,4853.06,7054.54,19427.33,10.17,21.759999999999998,3297.84,1338.9199999999998,0.0,56.57,9322.41,3405.82,139.52,10.23,32.16,1998.8000000000002,0.0,7.19,0.0,0.0,0.0,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium
0.0,10.22,0.0,0.0,0.0,0.0,0.0,31.08,0.0,0.0,0.0,0.0,12.35,37.37,0.0,0.0,0.0,34.91,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,
0.0,0.0,29.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteriota,Blastocatellia,Blastocatellales,,
0.0,0.0,71.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Holophaga
0.0,0.0,15.27,0.0,38.07,31.86,0.0,9.4,0.0,0.0,0.0,0.0,5.34,0.0,0.0,0.0,0.0,21.98,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteriota,,,,
0.0,0.0,0.0,0.0,0.0,8.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Bryobacterales,,
0.0,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium
12.82,0.0,156.45999999999998,59.9,8.51,10.63,0.0,0.0,0.0,14.96,0.0,0.0,22.12,0.0,0.0,0.0,0.0,72.48,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,
16.28,0.0,30.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,unk_g
0.0,0.0,57.78,19.03,6.45,141.02,0.0,0.0,0.0,32.870000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.17,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,,
177.16,0.72,597.48,562.55,950.5400000000001,819.57,0.0,62.650000000000006,4.52,75.27,0.0,0.0,135.91,7.17,29.14,0.0,0.0,62.550000000000004,0.68,0.34,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteriota,unk_c,unk_o,,
1256.3,244.32,5976.2300000000005,1859.8799999999999,1051.45,3447.83,0.0,766.67,92.94,346.76,0.0,32.56,1278.0,1134.2,227.01999999999998,0.0,0.0,578.49,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteriota,unk_c,unk_o,unk_f,
30.2,783.23,145.47,73.05,169.98000000000002,280.46000000000004,0.0,135.41,23.560000000000002,1462.94,0.0,0.0,15.620000000000001,630.8700000000001,0.0,0.0,0.0,124.82,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Acidobacteriota,unk_c,unk_o,unk_f,unk_g
0.0,34.03,0.0,0.0,17.96,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas
78.48,0.0,84.87,275.87,0.0,0.0,0.0,28.24,11.29,5.59,0.0,0.0,66.77,104.76,0.0,0.0,0.0,23.26,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,
0.0,24.29,0.0,0.0,0.0,24.5,0.0,9.75,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia
56.260000000000005,0.0,133.02,91.11999999999999,213.78,20.7,0.0,2.67,101.86,46.660000000000004,0.0,0.0,176.12,139.65,11.17,0.0,0.0,55.27,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,
0.0,0.0,0.0,0.0,13.39,0.0,0.0,19.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,unk_g
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,0.0,0.0,0.0,0.0,0.0,8.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter
35.91,0.0,5.58,9.07,8.26,36.71,0.0,29.0,58.010000000000005,0.0,0.0,0.0,36.68,11.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,
0.0,0.0,7.65,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,Candidatus Microthrix
0.0,9.05,0.0,0.0,0.0,0.0,0.0,11.61,12.12,0.0,0.0,0.0,0.0,70.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,
19.13,0.0,6.78,15.190000000000001,22.36,18.45,0.0,33.05,5.77,0.0,0.0,0.0,57.730000000000004,80.98,0.0,0.0,0.0,67.25,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,,
7.66,25.8,133.62,33.5,12.74,335.0,0.0,30.31,18.58,5.32,0.0,0.0,99.38,63.43,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,unk_f,
12.42,19.59,8.91,31.29,9.98,71.86,0.0,0.0,0.0,55.959999999999994,0.0,0.0,5.97,31.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,unk_f,unk_g
56.74,134.13,118.14999999999999,84.47,11.83,0.0,0.0,125.69,9.31,18.63,0.0,0.0,184.15,86.53999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,unk_o,unk_f,
0.0,0.0,28.32,0.0,10.54,0.0,0.0,0.0,10.33,9.75,0.0,0.0,223.92,210.88000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,unk_o,unk_f,unk_g
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Acidothermales,Acidothermaceae,Acidothermus
0.0,0.0,11.5,0.0,0.0,19.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Acidothermales,Acidothermaceae,
6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.87,0.0,4079.06,8455.59,0.0,0.0,0.0,8.97,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Fannyhessea
0.0,0.0,15.52,0.0,30.439999999999998,12.88,141.86,103.62,34.55,0.0,67.21000000000001,547.5699999999999,4292.73,3979.21,4540.62,65.47,58.84,294.05,127.89,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,
0.0,0.0,0.0,0.0,7.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.38,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,unk_g
55.11,0.62,65.82000000000001,31.03,418.71,173.51999999999998,79.22,760.86,10.56,99.98,23.130000000000003,241.1,236.26,405.89,4799.37,26.95,4.04,248.64000000000001,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,,
85.22,125.16,616.66,296.4,409.26,786.4200000000001,64.83,846.8199999999999,40.269999999999996,562.2099999999999,133.91,943.14,3946.2200000000003,3678.7,2218.02,77.97,7.95,310.69,10.96,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,unk_f,
50.41,0.0,609.4100000000001,159.15,44.99,67.9,0.0,30.509999999999998,39.94,58.36,0.0,123.74,14.45,209.97,18.7,13.61,3.0,46.63,0.0,0.0,0.0,4.88,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,unk_f,unk_g
0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,53.74,0.0,0.0,9666.97,0.0,0.0,0.0,0.0,12.38,0.0,0.0,9.74,Bacteria,unk_k,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.21,22.700000000000003,5535.16,0.0,0.0,17.92,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Bifidobacteriales,,
0.0,46.75,267.67,10.48,94.77,338.85,0.0,0.0,0.0,126.64999999999999,97.52,0.0,0.85,45.98,0.0,0.0,0.0,23.06,7.02,272.99,51.14,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,
34.19,0.0,42.22,442.24,40.42,137.64000000000001,0.0,78.08,16.32,0.0,0.0,0.0,40.44,0.0,0.0,0.0,0.0,0.0,30.93,38.29,0.0,0.0,38.17,Bacteria,unk_k,Actinomycetota,Actinomycetes,Frankiales,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.03,56.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Frankiales,unk_f,
0.0,0.0,0.0,0.0,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Frankiales,unk_f,unk_g
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Geodermatophilales,Antricoccaceae,Antricoccus
0.0,0.0,13.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Geodermatophilales,Antricoccaceae,
0.0,0.0,0.0,0.0,0.0,15.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Klenkia
0.0,0.0,6.49,0.0,359.86,0.0,0.0,6.71,0.0,4.56,0.0,0.0,53.51,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,
0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,unk_g
0.0,0.0,0.0,0.0,19.09,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Geodermatophilales,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Glycomycetales,Glycomycetaceae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Glycomycetales,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,0.0,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Jatrophihabitantales,Jatrophihabitantaceae,Jatrophihabitans
0.0,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Jatrophihabitantales,Jatrophihabitantaceae,
